职位名称#城市#职位职责
职位名称#城市#职位职责
测试开发工程师#北京市, 上海市, 成都市, 深圳市#如果你耐心、细心，喜欢玩大家来找茬；如果你对技术有着各种吹毛求疵的见解和发现；在这里，你可以尽情尝鲜，在第一时间发现各种BUG；在这里，你可以用领先技术来保证产品质量，让亿万消费者受益；在这里，你就是产品质量的守门员！
商户/客户服务管理培训生#扬州市, 南通市, 石家庄市, 洛阳市, 武汉市#1.通过一段时间系统化的培养学习，达到独立承担所负责岗位的职责，具备基础的管理能力；2.支持优化客户服务系统，提高客户整体满意度；3.协助制定业务标准及流程，负责客服团队一线员工的业务辅导和绩效考核；4.将理论应用于实践，及时发现业务的痛点，并积极主动优化业务流程。
运维开发工程师#北京市, 上海市, 深圳市#1.负责公司网络、系统和大数据运维、管理及优化工作，包括处理日常运维需求、运维变更、资源管理、服务管理、问题排查等；2.负责及时响应和处理故障，积累经验缩短故障处理时长，并通过深度复盘和改进避免故障重复发生；3.收集和分析网络和业务系统的运行数据，找到系统风险点，推进稳定性改进项目；4.承接内部运维相关项目立项及实施工作，协助一线工程师解决后台技术问题；5.负责运维工具开发，提升日常工作效率。
【北斗】大模型推理引擎工程师#北京市#1.负责LLM大语言模型的推理优化2.负责机器学习引擎的编译优化工作3.负责模型稀疏化和模型量化工作
【北斗】大模型机器学习引擎工程师#北京市, 上海市#1.面向GPU和高性能网络设计分布式训练架构，通过样本IO优化、计算图编译与执行、多维度并行优化等手段，支持千亿及万亿以上参数模型在上万张GPU集群高效稳定训练2.通过量化、剪枝、蒸馏等模型压缩方法，在保证精度要求的情况下，实现不同参数规模的模型推理性能优化，构建高性能推理服务3.通过手工优化方法,对特化模型子结构和硬件设备上实现SOTA性能，面向多种硬件架构实现高性能算子。
【北斗】自动驾驶仿真算法工程师#北京市, 深圳市#工作城市可选北京、深圳方向一：交通行为仿真1.跟进行业内交通行为仿真的进展，了解和复现waymo sim agent challenges的新方法；2.基于大规模路测障碍物数据，设计并训练模仿学习的离线模型和强化学习模型，模拟真实道路使用者行为的仿真 Agent 并持续优化；方向二：传感器仿真1.实现并落地游戏引擎加风格迁移的传感器数据的离线生成方案，探索业务价值及对于感知等来说数据的真实性边界；2.探索nerf或3d gaussian splatting的方案在自动驾驶仿真虚拟场景构建上的落地及性能优化；方向3：端到端仿真1.探索基于World Model的端到端仿真算法，并设计和实现相关系统；2.探索基于AIGC的数据生成及端到端仿真算法，明确方案可行性及业务价值；
【北斗】自动驾驶决策规划算法工程师#北京市, 深圳市#工作城市可选北京、深圳1.基于美团配送业务场景，为自动车提供行为决策、运动规划和控制的解决方案；2.基于机器学习、优化方法的相关模型的建立与实践，改进当前预测、决策、规划、控制的效果；3.改进优化引擎，帮助优化求解性能不断提升。主要研究方向：多模态端到端自动驾驶算法，交互预测决策模型算法，大模型预训练、SFT、Alignment算法技术等。
【北斗】无人机规划调度算法工程师#北京市, 深圳市#工作城市可选北京、深圳1.负责无人机智能规划或调度算法研发，系统性处理无人机空中交通问题，以及提升无人机配送运营效率；​2.负责无人机决策系统的研发设计，提升无人机复杂场景的处理能力，降低运行风险；​3.负责无人机规划调度系统相关的软件功能开发，提升软件系统的可靠性与安全性。
【北斗】无人机机器人工程师#北京市#1.定义并开发机器人关键技术，如关节设计、灵巧机械手、电驱动和传动系统、控制系统、机器视觉、边缘计算等；2.能够结合生产式人工智能技术探索可商业化的机器人系统并能够开发原理样机验证可行性；3.负责研发、选择机器人系统 如SCARA、Articulated Roboic Arm、RGV、AMR,、Delta 等；4.熟悉ROS Moveit, Gazebo、Fanuc RoboGuide等开源和商业化创建模拟和离线编程工具及机器人开发环境；5.营造我们团队成员的自驱成长思维，推动具有责任感和极端主人翁精神的高绩效团队文化；6.直接参与概念、设计、架构和研发路线的制定和审查。
【北斗】无人机系统安全及适航工程师#北京市#1.直接参与无人机适航和机器人安全体系建设；2.参与先进安全性设计分析预研（例如：具身智能和人机交互频繁的情况下的产品安全性设计和分析方法的研究）；3.开展安全正向设计分析工作，包括系统安全目标制定及拆解、HARA分析、产品安全架构设计、软硬件安全需求提出、安全策略设计、安全机制设计、FMEDA分析等；4.结合硬件、算法等局限性，开展预期功能安全评估。
职位名称#城市#职位职责
【北斗】无人机软件工程师#北京市, 深圳市#工作城市可选北京、深圳1. 参与无人机及相关硬件产品线的设备端软件架构设计，开发设计平台架构软件；2. 参与设计实现高效可靠的基础架构软件，例如但不限于，IPC, metrics pipeline, diagnostics, hardware abstraction layer等等；3. 在工程实践中，严格遵循系统化工程代码规范及质量、设计方法及质量、测试设计及质量等方面，并对跨团队输出技术影响力；4. 时刻关注技术细节，并有敏锐的洞察力和高质量的技术判断力，识别软件架构及整体软件栈中的短板，并通过审慎的权衡定义工程需求，做出工程计划及优先级的定义；5. 与跨职能团队有效沟通，通过清晰、易扩展、稳定、高性能的架构赋能所有在设备端层面进行软件开发的跨职能团队。
【北斗】内容推荐算法工程师#上海市#工作城市可选北京、上海生成式推荐在点评首页推荐场景的探索与落地1. 负责生成式推荐算法在点评首页推荐场景的探索与落地，提升推荐效果和产品体验；2. 负责抽取和分析点评用户的行为日志，确保数据质量和准确性，为模型训练和分析提供坚实的基础；3. 和工程团队紧密合作，参与模型训练、性能优化以及服务部署，解决可能出现的技术问题，推动整个技术方案能够跑通并服务于线上用户；4. 跟踪行业研究动态，积极探索新的算法模型和优化方法，推动团队的业务发展和技术进步。
【北斗】算法工程师（大众点评大模型）#上海市#工作城市可选北京、上海负责大众点评大模型的研发和应用，通过大语言模型以及多模态大模型等能力为点评各业务场景全面赋能，帮助大家吃的更好，玩的更好。主要工作方向包括：1.深入参与大模型全链路建设的各个环节，如数据建设，预训练，指令微调，强化学习，偏好对齐等，提高模型的效率、稳定性和可扩展性。2.究和解决大模型落地中的关键瓶颈问题，如自动化评估方法，RLHF训练稳定性，Reward Hacking，训练和推理效率优化。3.负责大模型在本地生活内容平台上的落地，打造更智能的生成式能力，借助大模型技术改善产品体验，探究RAG，Agent，long context技术应用。4.跟踪国内外前沿的大模型技术动态，持续改进和优化现有模型。
【北斗】营销推荐算法研究员#北京市#1.负责通过多渠道营销触达全网用户，促进公司全业务增长，让美团服务于更多用户；2.负责建设满足多目标、多场景的智能化营销能力，在广告投放、智能激励、推荐承接等业务场景算法落地；3.负责机器学习、强化学习、博弈策略、因果推断等模型策略优化，持续提升营销增长效率；4.跟进并探索业界先进技术，完成前沿算法的调研与落地实现。研究方向：广告系统、个性化推荐、智能补贴、运筹优化等
【北斗】视频编解码算法研究员#北京市#方向一：视频画质评价算法研究1.参与基于深度学习及计算机视觉算法的无参考视频画质评价算法的研究。提升算法准确性及效率。2.参与视频画质评价算法模型的工程实现，包括算法的离线训练及在线推理部分。方向二：视频画质增强算法研究1.参与针对美团直播、短视频场景的画质增强算法研究。2.参与视频前处理、后处理阶段画质增强算法的工程实现。方向三：视频智能创作算法研究1.参与美团直播、短视频场景AIGC相关算法研究。2.参与视频、图片AIGC相关算法的业务场景落地。
【北斗】预测定价算法研究员#北京市#方向一：供应链预测方向1.负责到店业务供应链预测算法的研发和迭代，提升到店酒旅、餐、综等供应链场景中的预测准确度，沉淀通用预测算法能力，持续赋能业务，提升供应链、库存、定价、补贴各环节的效率；2.提升到店预测算法的精细化程度，在实时预测、时空预测、分布预测、极端场景预测、节假日预测、人机协同上深入探索，为下游供给运营提供准确性和确定性更强的决策依据，提高供应链效率；3.建设通用预测pipeline复用到不同的业务场景，具备一定的算法平台化的能力。方向二：端-端决策方向1.建设预测和运筹优化相结合的端到端的决策算法，探索强化学习、最优控制、马尔可夫决策过程、数据驱动的最优化等技术在供给优化和决策上的应用，提升供应链全链路的决策效率；2.跟踪端-端决策方向前沿问题和研究成果，实现业界SOTA模型，并在到店供应链场景中落地，
【北斗】大模型算法工程师（到家研发平台）#北京市#方向一：基于大模型的多模态理解与生成1.探索多模态大模型，在数据建设、指令微调、偏好对齐、模型优化等方面进行多模态基础模型能力建设；2.设计融合文本、语音、图像等多模态信息的大模型解决方案，优化模型结构；3.将多模态模型应用于图像/视频的生成创作、视觉/音频理解与生成、逻辑推理等多个领域与业务场景。方向二：大模型智能体算法研究1.负责基于大模型的智能体架构构建，实现复杂问题的理解规划、工具执行以及感知反思能力；2.探索最前沿技术，设计算法迭代飞轮，优化大模型基础模型，高效提升模型效果；3.负责多智能体架构设计与落地，并应用于本地生活多个业务场景。
【北斗】机器学习引擎工程师#北京市#方向一：高性能分布式GPU训练技术1.样本IO吞吐优化：使用多线程读取、数据管道流水线编排、数据压缩等技术，实现分布式环境下高性能的样本IO pipeline；2.计算图编译与高效执行：通过图编译、Kernel优化、算子融合等手段，提升计算图的执行效率；3.高性能并行训练：包括DP/TP/PP/SP/CP/EP等并行策略及其他训练超参数的自动寻优，故障自动恢复，弹性计算等。方向二：模型轻量化技术1.模型压缩：结合量化、剪枝、蒸馏等手段对模型进行压缩，在保持精度下降可控的同时，大幅提升推理性能；2.高效模型结构设计：使用NAS、Architecture&Hardware Co-design等技术，设计运行高效的模型结构。
【北斗】用户增长算法工程师#北京市#方向一：多决策变量联合因果效应建模该方向建模和评估多个干预动作同时作用时的联合因果效应。关键问题点如下：1.评估不同干预动作之间是否存在相互作用，并量化这些相互作用的影响。2.建立多个干预动作的联合分布模型，以更好的量化预估它们共同作用时的因果效应结果。3.预估用户/群体个性化的多干预动作因果效应，并提供直观解释，帮助决策者理解更好制定有效的策略。方向二：基于强化学习的序列化因果建模和决策该方向研究特定业务场景下，怎样通过序列化的干预动作，实现有限资源下的累积收益最大化。关键问题如下：1.准确估计在特定场景特定行为序列下，不同treatment的用户个性化因果效应。2.基于因果效应的预估，基于强化学习技术做出本次干预动作的最优化决策；学习干预顺序和时间间隔对结果的影响，优化组合干预策略以达到最佳的结果。3.干预动作的影响可能不会立即显现，如何表征延迟效应，并基于对未来流量或用户行为的预估，做出前瞻性的决策。方向三：观测样本与RCT样本的消偏融合研究样本消融研究主要关注如何结合不同来源的数据来改善因果推断的准确性和可靠性。关键问题如下：1.如果识别和消除观测数据中的偏差，如果识别同时影响treatment和结果的混杂因素。2.如果提升RCT结果的泛化性，如推广到更广泛的人群。3.如何有效地整合RCT和观测数据，以利用两者的优势并克服各自的限制，有效降低方差的同时尽可能得到无偏估计。
战略与投资分析师#北京市, 上海市, 深圳市#注：该岗位预计10月中旬开始面试，在此之前不会触发后续志愿。工作城市实际可选北京、上海、深圳。1.行业分析：对所跟踪行业进行行业分析，了解行业动态、新兴业务模式；2.战略规划：参与探索新的商业模式和管理模式，为公司战略发展出谋划策；3.资本市场：参与资本战略研究，保持与资本市场的沟通，参与资本市场项目的运作；4.投资并购：跟踪行业重点项目，投资与并购机会筛选、项目执行。
职位名称#城市#职位职责
物流运营岗#南京市, 北京市, 天津市, 香港特别行政区, 中山市, 武汉市#【物流运营方向】1.围绕全国业务履约体验、成本及安全等核心数据，进行指标体系搭建及运营；2.基于数据分析结果进行物流业务策略制定，并推动落地；3.不断优化与完善业务运营流程，提升履约效率及标准化程度；4.建设物流合作商运营管理体系并设计标准化方案，提高商结构及业务健康度。【风险管控方向】1.参与合作商全生命周期风险管控体系制定和优化；2.推动合作商履约数据分析，定期输出业务分析报告，并对合作商风险管控提供数据支持；3.参与合作商风险应对与管理工作，包括拟定风险应急预案，根据风险提示或已发风险事件协同相关部门拟定应对方案，并组织约谈及风险事件处置；4.编写相应风险管理制度及流程，推动制度内容落地实施，并定期迭代完善。【履约策略运营方向】1.负责履约业务的运营数据分析，围绕业务关键环节，对核心业务指标进行日常监控和分析，提出业务改善意见；2.负责业务项目的落地运营，并针对落地项目的效果进行定期复盘和结论输出；3.不断优化与完善业务运营流程，提升履约效率及标准化程度；4.其他日常运营工作，例如城市侧需求和信息对接并推动解决、信息交互等。【安全督导方向】1.负责区域内所有合作商站点安全、早会及骑手服装等标准化项目的管理与提升，对区域内数据及线下问题做持续性跟踪并推动整改闭环，对结果负责；2.负责站点、宿舍、人员、车辆等安全事件的降发生工作，前置识别安全隐患，制定整改方案并落地执行，做好“尽职尽责”相关工作，防范安全事件发生；3.负责对合作商站点开展质量监督管理工作，对合作商的虚假、违规、运营风险等问题做持续性打击；4.配合相关管理部门开展业务安全管理工作，识别执行过程中存在问题并提出合理化优化建议，助力流程机制改进。
大模型推理引擎研发工程师#北京市, 上海市#1.负责LLM大语言模型的推理优化；2.负责机器学习引擎的编译优化工作；3.负责模型稀疏化和模型量化工作。
HR Specialist（TA&OD）#北京市, 香港特别行政区, 深圳市#Talent Acquistion1.Assist in the recruitment process, including sourcing candidates, screening resumes, conducting initial interviews, and coordinating the interview process.2.Support the supervisor to conduct market research of talent trends and make analysis.3.Manage recruiting channels.4.Help the company to build and maintain talent database.5.Participate in HR projects and initiatives as needed, such as campus recruitment campaign/employee branding campaign/etc.Organizational Talent Development1.Design Organizational and Talent Development Frameworks: This entails crafting organizational structures, talent standards, human capital management systems, and talent evaluation mechanisms.2.Conduct Industry Research: Work alongside teams such as Strategic Investment and Business Analysis to perform specialized research on organizational and talent-related topics.3.Facilitate HR Mechanism Implementation: Support the operational rollout of HR-related mechanisms and initiatives.
设备设施运营#北京市, 上海市#1. 协助建立设备设施管理体系和设备设施全生命周期管理计划；制定年度设施管理预算方案并合理控制成本；2. 负责办公室能源管理，对消耗数据进行记录、分析，制定年度节能方案，监督、指导供应商节能工作的实施；3. 负责指导供应商建立办公室设备设施台账，包括电气、暖通、给排水、消防等主要系统。管理设备设施相关文档；4. 管理维护和巡检计划，并对供应商日常工作进行监督审查，确保设备设施处于高效稳定状态下运营，保障办公正常稳定运转；5. 负责设备设施运营风险评估，制定相应的应急预案；6. 负责制定办公室设备设施零备件管理制度，制定采购计划，合理控制备件库存量；7. 负责制定年度维修改造计划，管理改造项目的执行和验收，确保改造计划的有效实施；8. 新建办公室的租赁评估、图纸审核、完工查验等工作，全过程中从运营角度输出专业意见；9. 日常突发紧急事件的处理及完成其他上级安排的任务。
境外人力运营岗#北京市#1.参与境外市场政策摸排、调研目标国人力相关法规和当地实践（用工、福利、假期、合规等维度），参与目标国家人力政策制定或迭代；2.参与业务出海目标国家的组织保障工作，以PMO角色根据任务目标，快速收集整理信息并出具让相关方认可的解决方案，有效推进任务目标达成，共同支持业务出海；3.参与境外流程政策与运营操作手册的梳理与迭代，对服务标准SLA、关键运营指标、流程质检点进行定义与升级，不断推进境外业务各项流程的高效率运营；4.参与境外员工体验优化项目，持续推动相关流程设计和系统功能迭代，改善运营品质/效率，不断提升境外员工体验；5.参与出海支持、境外员工服务相关的其他项目。
硬件开发/质量#深圳市#1.你将丰富硬件产品体系的功能；你将提升硬件产品体系的质量2.你将提高硬件开发技术领域的核心竞争力；3.你可以和设计工匠、技术先锋一起打造行业领先的硬件产品，帮大家吃得更好、生活更好。
商品品类运营岗#北京市#1.负责相关商品品类的运营，设置数据指标并进行监控、分析，优化前端展示页的品类策略和商品结构；2.负责相关品类引进上架、价格调整、活动提报及策略分析工作；3.负责协助制定品类营销策略、设计营销活动，分析ROI并持续改善；4.负责协助洞察用户需求，关注行业前沿发展和策略打法，分析行业变化和市场热点，寻找市场机会点。
软件开发工程师（后端方向）#北京市, 上海市, 成都市, 深圳市#1.负责各类后台服务和业务系统的需求分析、系统设计、开发实现；2.参与后端模块、数据平台、基础服务等的开发工作；3.分析并优化业务流程，参与系统长期架构设计与规划，探索合理、可扩展的系统模型，通过自动化等手段提升研发效率，提升需求迭代速度与系统能力；4.保证系统稳定性，提升系统的容灾、降级及应急能力，提升系统的可用性和可维护性，协同QA保证高质量开发交付，优化系统性能、及时排查线上故障，保证系统稳定；5.积极主动协调相关团队完成项目，促进团队合作，积极影响其它成员。
软件开发工程师（数据科学方向）#北京市, 上海市#1.主导通过因果分析的方法，其中主要是A/B实验，来衡量业务和技术动作的增量价值，推动data first 的意识价值交付的工作机制的落地；2.和各场景的业务紧密协同，深入理解业务和产品，将业务和产品的问题转化为数据和技术的问题，并且设计合理的解决方案；3. 通过主动的数据探索和挖掘来发现改进产品和业务的机会；4.调研新的，适用于业务的因果推断、统计推断，异常检测以及其它数据科学的方法，并把这些方法应用到实际业务问题。
广告引擎开发#未知城市#1.设计与实现高可用的广告投放系统，承载高并发、低延迟的广告投放需求；2.实现与优化针对不同广告位置的投放策略，不断提高流量变现效率 3. 优化广告召回、排序、竞价、流量优选等核心策略。
职位名称#城市#职位职责
安全工程师#北京市, 上海市, 成都市#负责公司的安全攻防能力建设，以下方向任选其一。【Web应用安全方向】1.负责公司应用安全生命周期的安全建设落地和运营；2.负责公司黑盒扫描平台规则运营和优化；3.负责公司白盒代码扫描平台的运营和优化；4.负责跟踪业界安全攻防动态，追踪最新安全漏洞，进行研究分析。【安全运营方向】1.负责美团各类安全告警的运营及事件应急、排查，跟进相关风险修复；2.负责美团安全攻防能力建设，包括日志/漏洞/后门分析，安全检测策略和模型的开发设计等；3.负责美团资产域内各类型安全漏洞的修复推动及相关平台、数据能力建设；4.负责前沿安全技术研究，并通过攻防演练等方式进行风险评估及提供防御建议。【Windows/macOS安全方向】1.参与Windows/macOS办公网安全客户端软件的架构设计、研发、性能优化等工作；2.针对Windows/macOS系统及重要软件开展漏洞挖掘与攻防技术研究工作；3.将安全研究成果转化到办公网安全产品中，保障公司主机及数据安全。【移动安全方向】负责移动端各平台（Android/iOS/小程序/H5等）攻防体系建设，内容涵盖移动端安全组件开发、设备风险识别、程序分析、漏洞及隐私合规检测等领域。【云原生安全方向】1.云原生安全研究，跟进业界云原生安全的最新研究成果，包括kubernetes、docker、linux系统等的安全攻防研究，并能够基于最新研究成果进行创新；2.云原生安全研发，将研究成果转化落地，形成安全产品或能给业务方提供技术支持，保障云基础设施安全可靠运行。【系统安全方向】1.负责程序自动化漏洞挖掘能力的研究和能力建设；2.负责程序行为分析技术的研究和能力建设；3.负责美团内部业务漏洞挖掘、漏洞分析和漏洞利用，并进行能力沉淀；4.负责AI和系统安全结合方向的研究，并将研究成果落地，解决实际业务问题。【数据安全方向】1.负责面向公司内及生态的数据安全技术体系建设和设计，包括不限于数据资产地图、UEBA、SIEM、API安全、数据加密、EDR、零信任等；2.负责跨部门、跨公司推进数据安全技术方案及相关工具的落地及运营；3.推进数据安全风险量化体系、响应机制及风险处理绩效考核。
公共事务研究岗#北京市#【美团研究院-经济研究】1.基于美团业务实践，对数字经济、平台经济方向及餐饮、零售、生活服务业等行业进行课题研究，撰写研究报告；2.跟踪国内外学术前沿理论、行业市场动态，掌握行业研究热点，研判行业发展特点、规律及趋势；3.对内与业务、职能、数据等各相关部门积极协同，统筹所负责的研究工作，分析及研判行业政策，向业务提供战略输出；4.对外与高校研究院、智库、行业协会等研究机构开展交流和合作，输出研究观点，树立正向价值。【美团研究院-劳动就业研究员】1.参与灵活就业、新就业形态等相关研究，包括但不限于群体特征、就业特点、劳动关系、权益保障等；2.跟进国际国内政策时事、社会热点以及学术前沿，梳理总结相关的国内外典型经验做法；3.推动与国内高校、科研院所、企业智库等研究机构与学会组织的交流合作，形成合作研究成果。
公共事务岗#合肥市, 北京市, 沈阳市, 上海市, 深圳市, 昆明市#1.协助建立和维护与公共部门的沟通渠道和良好关系，推动新业务在城市端落地，为公司的持续健康发展创造良好的的外部环境；2.协助收集分析与行业相关的政策、法律法规，解决行业政策，为新业务拓展提供行业管理和政策支持；3.协助推进地方政企项目合作，开展政企联建活动，打造企业地方影响力；4.协助进行对内、对外联络，对接文档管理、基本功专项等事务。
办公安全岗#杭州市, 北京市, 上海市#1. 学习熟悉相关消防、安全、治安防范等法律法规，为办公安全管理提出建议；2. 协助部门完善和执行办公安全规章制度；3. 协助实施总部及区域办公室安全检查和隐患排查；4. 协助公司办公安全的文化宣传、培训工作；5. 参与和协调组织各类消防演练类工作；6. 协助组织和支持办公安全中心的各类活动；7. 协助各安全系统的建设和维护；8. 支持行政部的其他工作等。
